Index,PctInt*100,NGI Set Intensity,x,y,Lumens
583,3490,0.349,0.1293,0.0571,1.3007
584,3500,0.35,0.1293,0.057,1.3035
585,3510,0.351,0.1293,0.0573,1.3019
586,3520,0.352,0.1293,0.0572,1.3054
587,3530,0.353,0.1293,0.0572,1.3096
588,3540,0.354,0.1293,0.0573,1.3099
589,3550,0.355,0.1293,0.0572,1.3132
590,3560,0.356,0.1293,0.0571,1.3157
591,3570,0.357,0.1294,0.0572,1.3191
592,3580,0.358,0.1293,0.0571,1.3218
593,3590,0.359,0.1293,0.0571,1.3245
594,3600,0.36,0.1294,0.0569,1.3276
595,3610,0.361,0.1294,0.0571,1.3275
596,3620,0.362,0.1294,0.0569,1.3324
597,3630,0.363,0.1294,0.057,1.3354
598,3640,0.364,0.1294,0.057,1.3367
599,3650,0.365,0.1294,0.057,1.3391
600,3660,0.366,0.1294,0.0572,1.3395
601,3670,0.367,0.1294,0.0571,1.3427
602,3680,0.368,0.1294,0.057,1.3467
603,3690,0.369,0.1294,0.057,1.3486
604,3700,0.37,0.1294,0.0571,1.3488
605,3710,0.371,0.1295,0.0571,1.3514
606,3720,0.372,0.1294,0.0571,1.3536
607,3730,0.373,0.1294,0.057,1.3583
608,3740,0.374,0.1294,0.057,1.3599
609,3750,0.375,0.1295,0.0571,1.3609
610,3760,0.376,0.1294,0.0568,1.3679
611,3770,0.377,0.1295,0.057,1.3669
612,3780,0.378,0.1297,0.0571,1.3671
613,3790,0.379,0.1294,0.0572,1.3697
614,3800,0.38,0.1294,0.0571,1.3727
615,3810,0.381,0.1294,0.0569,1.3768
616,3820,0.382,0.1294,0.057,1.3793
617,3830,0.383,0.1294,0.057,1.3808
618,3840,0.384,0.1295,0.0571,1.3824
619,3850,0.385,0.1295,0.0569,1.3856
620,3860,0.386,0.1294,0.0569,1.3897
621,3870,0.387,0.1295,0.0569,1.3956
622,3880,0.388,0.1295,0.0569,1.3981
623,3890,0.389,0.1295,0.0569,1.4
624,3900,0.39,0.1295,0.0568,1.4047
625,3910,0.391,0.1295,0.0568,1.4069
626,3920,0.392,0.1295,0.0568,1.4083
627,3930,0.393,0.1295,0.0569,1.4098
628,3940,0.394,0.1295,0.0569,1.414
629,3950,0.395,0.1295,0.0569,1.4149
630,3960,0.396,0.1295,0.0568,1.4187
631,3970,0.397,0.1295,0.0568,1.4189
632,3980,0.398,0.1295,0.0568,1.4231
633,3990,0.399,0.1295,0.0568,1.4249
634,4000,0.4,0.1295,0.0567,1.4294
635,4010,0.401,0.1295,0.0568,1.4297
636,4020,0.402,0.1296,0.057,1.4277
637,4030,0.403,0.1295,0.0568,1.4329
638,4040,0.404,0.1296,0.0569,1.4345
639,4050,0.405,0.1295,0.0569,1.4376
640,4060,0.406,0.1296,0.0567,1.442
641,4070,0.407,0.1296,0.0567,1.4438
642,4080,0.408,0.1295,0.0568,1.4449
643,4090,0.409,0.1296,0.0567,1.4486
644,4100,0.41,0.1296,0.0568,1.4496
645,4110,0.411,0.1296,0.0566,1.4544
646,4120,0.412,0.1296,0.0567,1.456
647,4130,0.413,0.1296,0.0568,1.4563
648,4140,0.414,0.1296,0.0567,1.4601
649,4150,0.415,0.1296,0.0566,1.4627
650,4160,0.416,0.1296,0.0567,1.465
651,4170,0.417,0.1296,0.0567,1.4664
652,4180,0.418,0.1296,0.0568,1.4663
653,4190,0.419,0.1297,0.0567,1.4708
654,4200,0.42,0.1296,0.0567,1.4742
655,4210,0.421,0.1296,0.0567,1.4761
656,4220,0.422,0.1296,0.0567,1.4768
657,4230,0.423,0.1296,0.0566,1.4819
658,4240,0.424,0.1296,0.0567,1.482
659,4250,0.425,0.1296,0.0568,1.4836
660,4260,0.426,0.1297,0.0566,1.4861
661,4270,0.427,0.1296,0.0567,1.4871
662,4280,0.428,0.1296,0.0566,1.4913
663,4290,0.429,0.1297,0.0566,1.4936
664,4300,0.43,0.1297,0.0567,1.4951
665,4310,0.431,0.1297,0.0566,1.4988
666,4320,0.432,0.1297,0.0565,1.5004
667,4330,0.433,0.1298,0.0566,1.5028
668,4340,0.434,0.1297,0.0568,1.5024
669,4350,0.435,0.1297,0.0565,1.5082
670,4360,0.436,0.1297,0.0566,1.508
671,4370,0.437,0.1297,0.0567,1.5095
672,4380,0.438,0.1297,0.0566,1.5134
673,4390,0.439,0.1297,0.0567,1.5145
674,4400,0.44,0.1297,0.0566,1.5189
675,4410,0.441,0.1297,0.0565,1.5218
676,4420,0.442,0.1297,0.0565,1.5238
677,4430,0.443,0.1297,0.0566,1.5243
678,4440,0.444,0.1298,0.0566,1.5271
679,4450,0.445,0.1297,0.0566,1.5305
680,4460,0.446,0.1297,0.0566,1.5315
681,4470,0.447,0.1297,0.0565,1.5341
682,4480,0.448,0.1297,0.0565,1.5361
683,4490,0.449,0.1297,0.0565,1.5374
684,4500,0.45,0.1297,0.0564,1.5433
685,4510,0.451,0.1297,0.0567,1.54
686,4520,0.452,0.1297,0.0565,1.5445
687,4530,0.453,0.1297,0.0566,1.5443
688,4540,0.454,0.1297,0.0566,1.549
689,4550,0.455,0.1298,0.0564,1.552
690,4560,0.456,0.1298,0.0566,1.5511
691,4570,0.457,0.1298,0.0566,1.5552
692,4580,0.458,0.1298,0.0567,1.5538
693,4590,0.459,0.1297,0.0566,1.5578
694,4600,0.46,0.1298,0.0565,1.5622
695,4610,0.461,0.1298,0.0564,1.566
696,4620,0.462,0.1298,0.0563,1.5694
697,4630,0.463,0.1299,0.0566,1.5655
698,4640,0.464,0.1298,0.0564,1.5722
699,4650,0.465,0.1298,0.0564,1.5747
700,4660,0.466,0.1298,0.0565,1.5752
701,4670,0.467,0.1298,0.0565,1.5755
702,4680,0.468,0.1298,0.0565,1.5777
703,4690,0.469,0.1298,0.0564,1.5819
704,4700,0.47,0.1298,0.0567,1.5797
705,4710,0.471,0.1298,0.0565,1.5844
706,4720,0.472,0.1298,0.0565,1.5873
707,4730,0.473,0.1298,0.0565,1.5879
708,4740,0.474,0.1298,0.0565,1.5897
709,4750,0.475,0.1299,0.0566,1.5929
710,4760,0.476,0.1298,0.0564,1.5975
711,4770,0.477,0.1298,0.0564,1.5999
712,4780,0.478,0.1298,0.0565,1.5985
713,4790,0.479,0.1298,0.0565,1.601
714,4800,0.48,0.1298,0.0565,1.604
715,4810,0.481,0.1298,0.0563,1.6065
716,4820,0.482,0.1298,0.0564,1.61
717,4830,0.483,0.1298,0.0564,1.6115
718,4840,0.484,0.1298,0.0565,1.6128
719,4850,0.485,0.1298,0.0565,1.613
720,4860,0.486,0.1298,0.0565,1.6164
721,4870,0.487,0.1299,0.0565,1.6177
722,4880,0.488,0.1299,0.0566,1.6187
723,4890,0.489,0.1299,0.0562,1.6257
724,4900,0.49,0.1299,0.0562,1.6268
725,4910,0.491,0.1299,0.0562,1.6297
726,4920,0.492,0.1299,0.0563,1.6317
727,4930,0.493,0.1299,0.0562,1.6356
728,4940,0.494,0.1299,0.0563,1.6343
729,4950,0.495,0.1299,0.0563,1.6374
730,4960,0.496,0.1299,0.0565,1.6369
731,4970,0.497,0.1299,0.0564,1.6418
732,4980,0.498,0.1299,0.0564,1.6421
733,4990,0.499,0.1299,0.0561,1.6483
734,5000,0.5,0.1299,0.0565,1.6454
735,5010,0.501,0.1299,0.0563,1.6484
736,5020,0.502,0.1299,0.0564,1.6486
737,5030,0.503,0.1299,0.0563,1.6536
738,5040,0.504,0.1299,0.0564,1.6545
739,5050,0.505,0.1299,0.0562,1.6591
740,5060,0.506,0.1299,0.0563,1.6592
741,5070,0.507,0.1299,0.0566,1.6571
742,5080,0.508,0.1299,0.0565,1.6622
743,5090,0.509,0.1299,0.0565,1.6646
744,5100,0.51,0.1299,0.0563,1.6691
745,5110,0.511,0.1299,0.0564,1.669
746,5120,0.512,0.1299,0.0564,1.6695
747,5130,0.513,0.1301,0.0564,1.6699
748,5140,0.514,0.1299,0.0562,1.6781
749,5150,0.515,0.13,0.0564,1.6771
750,5160,0.516,0.1299,0.0564,1.6781
751,5170,0.517,0.1299,0.0565,1.6791
752,5180,0.518,0.1299,0.0563,1.683
753,5190,0.519,0.1299,0.0563,1.6864
754,5200,0.52,0.13,0.0564,1.6871
755,5210,0.521,0.13,0.0562,1.6917
756,5220,0.522,0.13,0.0562,1.6927
757,5230,0.523,0.13,0.0561,1.6956
758,5240,0.524,0.13,0.0565,1.6923
759,5250,0.525,0.13,0.0562,1.6992
760,5260,0.526,0.13,0.0561,1.7032
761,5270,0.527,0.13,0.0563,1.7015
762,5280,0.528,0.13,0.0563,1.7046
763,5290,0.529,0.13,0.0564,1.7046
764,5300,0.53,0.13,0.0562,1.7099
765,5310,0.531,0.13,0.0563,1.7103
766,5320,0.532,0.13,0.0565,1.71
767,5330,0.533,0.13,0.0562,1.7151
768,5340,0.534,0.13,0.0562,1.7168
769,5350,0.535,0.13,0.0562,1.7193
770,5360,0.536,0.13,0.0563,1.7179
771,5370,0.537,0.13,0.0562,1.7231
772,5380,0.538,0.13,0.0562,1.7253
773,5390,0.539,0.13,0.0562,1.7251
774,5400,0.54,0.13,0.0563,1.7266
775,5410,0.541,0.1301,0.0564,1.7268
776,5420,0.542,0.1301,0.0562,1.7338
777,5430,0.543,0.13,0.0563,1.7342
778,5440,0.544,0.13,0.0561,1.7391
779,5450,0.545,0.13,0.0563,1.7372
780,5460,0.546,0.13,0.0563,1.7366
781,5470,0.547,0.13,0.0561,1.7427
782,5480,0.548,0.13,0.0562,1.7446
783,5490,0.549,0.13,0.0563,1.7449
784,5500,0.55,0.13,0.0561,1.7499
785,5510,0.551,0.13,0.0561,1.7519
786,5520,0.552,0.13,0.0562,1.7501
787,5530,0.553,0.13,0.0561,1.7553
788,5540,0.554,0.13,0.0561,1.7584
789,5550,0.555,0.13,0.0563,1.7556
790,5560,0.556,0.1301,0.056,1.7638
791,5570,0.557,0.13,0.0563,1.7642
792,5580,0.558,0.1301,0.0562,1.7676
793,5590,0.559,0.1301,0.056,1.7723
794,5600,0.56,0.13,0.0561,1.7725
795,5610,0.561,0.13,0.0564,1.7699
796,5620,0.562,0.13,0.0562,1.7768
797,5630,0.563,0.13,0.0562,1.778
798,5640,0.564,0.13,0.0562,1.7808
799,5650,0.565,0.13,0.0562,1.7808
800,5660,0.566,0.1301,0.0562,1.7828
801,5670,0.567,0.1301,0.0563,1.7822
802,5680,0.568,0.1301,0.0561,1.7879
803,5690,0.569,0.13,0.0561,1.791
804,5700,0.57,0.13,0.0562,1.7927
805,5710,0.571,0.1301,0.0562,1.7945
806,5720,0.572,0.13,0.0562,1.7959
807,5730,0.573,0.13,0.0562,1.797
808,5740,0.574,0.1301,0.0561,1.8015
809,5750,0.575,0.1301,0.0561,1.8033
810,5760,0.576,0.1301,0.0562,1.8035
811,5770,0.577,0.13,0.0561,1.8064
812,5780,0.578,0.1301,0.0561,1.8089
813,5790,0.579,0.1301,0.0562,1.8088
814,5800,0.58,0.1301,0.056,1.8131
815,5810,0.581,0.13,0.0562,1.8128
816,5820,0.582,0.1301,0.0562,1.8147
817,5830,0.583,0.1301,0.0561,1.8163
818,5840,0.584,0.1301,0.0561,1.8197
819,5850,0.585,0.1301,0.0561,1.8226
820,5860,0.586,0.1301,0.0561,1.8244
821,5870,0.587,0.1301,0.0562,1.826
822,5880,0.588,0.1301,0.0561,1.8283
823,5890,0.589,0.1301,0.0561,1.831
824,5900,0.59,0.1301,0.0561,1.8302
825,5910,0.591,0.1301,0.0563,1.8297
826,5920,0.592,0.1301,0.0561,1.8331
827,5930,0.593,0.1301,0.0561,1.8376
828,5940,0.594,0.1301,0.0559,1.8421
829,5950,0.595,0.1301,0.056,1.8439
830,5960,0.596,0.1302,0.0563,1.8384
831,5970,0.597,0.1301,0.0559,1.8475
832,5980,0.598,0.1301,0.0561,1.8474
833,5990,0.599,0.1301,0.056,1.8522
834,6000,0.6,0.1301,0.0562,1.849
835,6010,0.601,0.1301,0.0561,1.8507
836,6020,0.602,0.1301,0.0561,1.852
837,6030,0.603,0.1302,0.0563,1.852
838,6040,0.604,0.1301,0.0561,1.8577
839,6050,0.605,0.1301,0.056,1.8617
840,6060,0.606,0.1301,0.056,1.8627
841,6070,0.607,0.1301,0.0561,1.8628
842,6080,0.608,0.1301,0.0561,1.8637
843,6090,0.609,0.1301,0.0562,1.8653
844,6100,0.61,0.1301,0.0559,1.8725
845,6110,0.611,0.1301,0.056,1.8719
846,6120,0.612,0.1301,0.0559,1.8758
847,6130,0.613,0.1301,0.0562,1.8715
848,6140,0.614,0.1301,0.056,1.8766
849,6150,0.615,0.1301,0.056,1.8779
850,6160,0.616,0.1301,0.056,1.8803
851,6170,0.617,0.1301,0.0562,1.8814
852,6180,0.618,0.1301,0.0561,1.8835
853,6190,0.619,0.1301,0.056,1.8885
854,6200,0.62,0.1301,0.056,1.8888
855,6210,0.621,0.1302,0.056,1.8894
856,6220,0.622,0.1302,0.0561,1.8908
857,6230,0.623,0.1301,0.056,1.8953
858,6240,0.624,0.1302,0.0562,1.8931
859,6250,0.625,0.1302,0.056,1.8979
860,6260,0.626,0.1302,0.0561,1.8978
861,6270,0.627,0.1301,0.056,1.9011
862,6280,0.628,0.1301,0.056,1.9022
863,6290,0.629,0.1302,0.0562,1.9011
864,6300,0.63,0.1302,0.0561,1.9065
865,6310,0.631,0.1301,0.056,1.9078
866,6320,0.632,0.1301,0.0559,1.9118
867,6330,0.633,0.1301,0.056,1.9128
868,6340,0.634,0.1301,0.056,1.9167
869,6350,0.635,0.1302,0.0561,1.915
870,6360,0.636,0.1301,0.056,1.9188
871,6370,0.637,0.1302,0.056,1.9199
872,6380,0.638,0.1302,0.0559,1.924
873,6390,0.639,0.1302,0.0561,1.9221
874,6400,0.64,0.1302,0.056,1.9253
875,6410,0.641,0.1302,0.056,1.9279
876,6420,0.642,0.1302,0.056,1.9283
877,6430,0.643,0.1302,0.0559,1.9322
878,6440,0.644,0.1302,0.0559,1.9359
879,6450,0.645,0.1302,0.0559,1.9342
880,6460,0.646,0.1302,0.056,1.935
881,6470,0.647,0.1302,0.056,1.9392
882,6480,0.648,0.1302,0.0559,1.942
883,6490,0.649,0.1302,0.056,1.9408
884,6500,0.65,0.1302,0.056,1.9423
885,6510,0.651,0.1302,0.056,1.945
886,6520,0.652,0.1302,0.056,1.9451
887,6530,0.653,0.1302,0.056,1.9475
888,6540,0.654,0.1302,0.056,1.9497
889,6550,0.655,0.1302,0.056,1.9526
890,6560,0.656,0.1302,0.0562,1.9492
891,6570,0.657,0.1302,0.0561,1.9517
892,6580,0.658,0.1302,0.0561,1.9542
893,6590,0.659,0.1302,0.0559,1.961
894,6600,0.66,0.1302,0.0561,1.9597
895,6610,0.661,0.1302,0.0559,1.9649
896,6620,0.662,0.1302,0.056,1.963
897,6630,0.663,0.1302,0.056,1.9672
898,6640,0.664,0.1302,0.0561,1.9663
899,6650,0.665,0.1302,0.0561,1.9678
900,6660,0.666,0.1302,0.056,1.9725
901,6670,0.667,0.1302,0.0562,1.9696
902,6680,0.668,0.1302,0.0562,1.9724
903,6690,0.669,0.1302,0.056,1.9791
904,6700,0.67,0.1303,0.0562,1.9744
905,6710,0.671,0.1302,0.0561,1.9789
906,6720,0.672,0.1302,0.0561,1.9817
907,6730,0.673,0.1302,0.0562,1.9816
908,6740,0.674,0.1302,0.056,1.9861
909,6750,0.675,0.1302,0.056,1.9864
910,6760,0.676,0.1302,0.056,1.9897
911,6770,0.677,0.1302,0.0561,1.9892
912,6780,0.678,0.1302,0.0562,1.9883
913,6790,0.679,0.1302,0.056,1.9951
914,6800,0.68,0.1302,0.0561,1.9945
915,6810,0.681,0.1302,0.056,1.9973
916,6820,0.682,0.1302,0.056,1.9995
917,6830,0.683,0.1302,0.056,2.0004
918,6840,0.684,0.1302,0.0562,2.0012
919,6850,0.685,0.1303,0.056,2.0063
920,6860,0.686,0.1302,0.0562,2.0047
921,6870,0.687,0.1302,0.056,2.0081
922,6880,0.688,0.1302,0.056,2.013
923,6890,0.689,0.1302,0.056,2.0121
924,6900,0.69,0.1302,0.0559,2.0157
925,6910,0.691,0.1302,0.0561,2.0132
926,6920,0.692,0.1302,0.0561,2.0151
927,6930,0.693,0.1302,0.0561,2.0196
928,6940,0.694,0.1302,0.056,2.0215
929,6950,0.695,0.1302,0.056,2.0229
930,6960,0.696,0.1302,0.0561,2.0216
931,6970,0.697,0.1302,0.0562,2.0226
932,6980,0.698,0.1302,0.0561,2.0274
933,6990,0.699,0.1302,0.056,2.0293
934,7000,0.7,0.1303,0.0563,2.0261
935,7010,0.701,0.1302,0.056,2.0348
936,7020,0.702,0.1302,0.056,2.0346
937,7030,0.703,0.1302,0.056,2.0352
938,7040,0.704,0.1302,0.0561,2.0347
939,7050,0.705,0.1302,0.0562,2.0369
940,7060,0.706,0.1302,0.0562,2.0395
941,7070,0.707,0.1303,0.0562,2.0383
942,7080,0.708,0.1303,0.0562,2.0418
943,7090,0.709,0.1302,0.0561,2.0446
944,7100,0.71,0.1302,0.0562,2.045
945,7110,0.711,0.1302,0.0561,2.0488
946,7120,0.712,0.1302,0.0562,2.0479
947,7130,0.713,0.1302,0.0559,2.0554
948,7140,0.714,0.1302,0.0561,2.0528
949,7150,0.715,0.1302,0.0562,2.0531
950,7160,0.716,0.1302,0.0561,2.056
951,7170,0.717,0.1303,0.0562,2.0546
952,7180,0.718,0.1302,0.0562,2.0595
953,7190,0.719,0.1302,0.0561,2.063
954,7200,0.72,0.1302,0.056,2.0652
955,7210,0.721,0.1302,0.056,2.0682
956,7220,0.722,0.1303,0.0562,2.0637
957,7230,0.723,0.1302,0.0561,2.0679
958,7240,0.724,0.1303,0.0562,2.0683
959,7250,0.725,0.1303,0.0561,2.0714
960,7260,0.726,0.1302,0.0563,2.0712
961,7270,0.727,0.1302,0.056,2.0769
962,7280,0.728,0.1303,0.0562,2.075
963,7290,0.729,0.1302,0.0561,2.0777
964,7300,0.73,0.1302,0.0561,2.0806
965,7310,0.731,0.1303,0.0562,2.0791
966,7320,0.732,0.1302,0.0561,2.0833
967,7330,0.733,0.1303,0.0562,2.083
968,7340,0.734,0.1303,0.056,2.0869
969,7350,0.735,0.1303,0.0563,2.0849
970,7360,0.736,0.1302,0.0561,2.0883
971,7370,0.737,0.1303,0.0562,2.0885
972,7380,0.738,0.1303,0.0562,2.092
973,7390,0.739,0.1302,0.0561,2.0961
974,7400,0.74,0.1302,0.0561,2.0968
975,7410,0.741,0.1303,0.0563,2.0955
976,7420,0.742,0.1303,0.0562,2.0978
977,7430,0.743,0.1302,0.0562,2.0971
978,7440,0.744,0.1302,0.0562,2.1012
979,7450,0.745,0.1303,0.0561,2.1041
980,7460,0.746,0.1302,0.0561,2.1073
981,7470,0.747,0.1303,0.0563,2.1046
982,7480,0.748,0.1303,0.0562,2.1079
983,7490,0.749,0.1302,0.0561,2.1107
984,7500,0.75,0.1303,0.0563,2.1079
985,7510,0.751,0.1303,0.0562,2.1147
986,7520,0.752,0.1302,0.0562,2.1196
987,7530,0.753,0.1303,0.0562,2.1203
988,7540,0.754,0.1303,0.0563,2.1201
989,7550,0.755,0.1303,0.0563,2.1219
990,7560,0.756,0.1303,0.0562,2.1273
991,7570,0.757,0.1302,0.0562,2.1286
992,7580,0.758,0.1303,0.0561,2.1312
993,7590,0.759,0.1303,0.0563,2.127
994,7600,0.76,0.1303,0.0563,2.1293
995,7610,0.761,0.1303,0.0562,2.1334
996,7620,0.762,0.1303,0.0564,2.1323
997,7630,0.763,0.1303,0.0563,2.1356
998,7640,0.764,0.1303,0.056,2.1424
999,7650,0.765,0.1303,0.0562,2.1398
1000,7660,0.766,0.1303,0.0562,2.1395
1001,7670,0.767,0.1303,0.0562,2.1415
1002,7680,0.768,0.1303,0.0561,2.1464
1003,7690,0.769,0.1303,0.0563,2.1436
1004,7700,0.77,0.1303,0.0561,2.15
1005,7710,0.771,0.1303,0.0563,2.1479
1006,7720,0.772,0.1303,0.0563,2.1499
1007,7730,0.773,0.1303,0.0562,2.1518
1008,7740,0.774,0.1303,0.0562,2.1546
1009,7750,0.775,0.1303,0.0563,2.1521
1010,7760,0.776,0.1302,0.0561,2.1591
1011,7770,0.777,0.1303,0.0562,2.1594
1012,7780,0.778,0.1304,0.0564,2.1566
1013,7790,0.779,0.1303,0.0563,2.1612
1014,7800,0.78,0.1302,0.0562,2.1629
1015,7810,0.781,0.1302,0.0562,2.1644
1016,7820,0.782,0.1303,0.0562,2.1657
1017,7830,0.783,0.1303,0.0562,2.1658
1018,7840,0.784,0.1303,0.0562,2.1691
1019,7850,0.785,0.1303,0.0563,2.1679
1020,7860,0.786,0.1303,0.0562,2.172
1021,7870,0.787,0.1302,0.0562,2.1744
1022,7880,0.788,0.1303,0.0562,2.1747
1023,7890,0.789,0.1303,0.0562,2.1768
1024,7900,0.79,0.1303,0.0562,2.1768
1025,7910,0.791,0.1303,0.0563,2.1769
1026,7920,0.792,0.1303,0.0561,2.1828
1027,7930,0.793,0.1303,0.0563,2.181
1028,7940,0.794,0.1303,0.0563,2.183
1029,7950,0.795,0.1303,0.0561,2.1882
1030,7960,0.796,0.1303,0.0562,2.1875
1031,7970,0.797,0.1303,0.0563,2.1857
1032,7980,0.798,0.1303,0.0563,2.1884
1033,7990,0.799,0.1303,0.0561,2.192
1034,8000,0.8,0.1303,0.0563,2.1887
1035,8010,0.801,0.1303,0.0563,2.1911
1036,8020,0.802,0.1304,0.0562,2.1957
1037,8030,0.803,0.1303,0.0565,2.1916
1038,8040,0.804,0.1303,0.0563,2.1968
1039,8050,0.805,0.1303,0.0562,2.1991
1040,8060,0.806,0.1303,0.0562,2.2028
1041,8070,0.807,0.1303,0.0563,2.2026
1042,8080,0.808,0.1303,0.0563,2.2018
1043,8090,0.809,0.1303,0.0563,2.203
1044,8100,0.81,0.1303,0.0563,2.2056
1045,8110,0.811,0.1303,0.0564,2.2042
1046,8120,0.812,0.1303,0.0564,2.2063
1047,8130,0.813,0.1303,0.0565,2.2041
1048,8140,0.814,0.1303,0.0563,2.2105
1049,8150,0.815,0.1303,0.0563,2.2104
1050,8160,0.816,0.1304,0.0564,2.2114
1051,8170,0.817,0.1303,0.0562,2.2172
1052,8180,0.818,0.1303,0.0563,2.2177
1053,8190,0.819,0.1303,0.0563,2.2164
1054,8200,0.82,0.1303,0.0564,2.2147
1055,8210,0.821,0.1303,0.0562,2.2216
1056,8220,0.822,0.1304,0.0565,2.2161
1057,8230,0.823,0.1303,0.0563,2.2231
1058,8240,0.824,0.1303,0.0565,2.2195
1059,8250,0.825,0.1302,0.0562,2.228
1060,8260,0.826,0.1303,0.0563,2.2276
1061,8270,0.827,0.1303,0.0565,2.2236
1062,8280,0.828,0.1303,0.0562,2.2299
1063,8290,0.829,0.1303,0.0565,2.2264
1064,8300,0.83,0.1303,0.0562,2.2323
1065,8310,0.831,0.1303,0.0563,2.2338
1066,8320,0.832,0.1303,0.0564,2.2329
1067,8330,0.833,0.1304,0.0564,2.2343
1068,8340,0.834,0.1303,0.0562,2.2407
1069,8350,0.835,0.1303,0.0565,2.2352
1070,8360,0.836,0.1303,0.0564,2.2388
1071,8370,0.837,0.1303,0.0564,2.2404
1072,8380,0.838,0.1303,0.0563,2.2416
1073,8390,0.839,0.1303,0.0565,2.2394
1074,8400,0.84,0.1303,0.0564,2.244
1075,8410,0.841,0.1303,0.0563,2.248
1076,8420,0.842,0.1303,0.0565,2.2437
1077,8430,0.843,0.1303,0.0564,2.2477
1078,8440,0.844,0.1303,0.0564,2.2488
1079,8450,0.845,0.1304,0.0562,2.2536
1080,8460,0.846,0.1303,0.0563,2.2543
1081,8470,0.847,0.1303,0.0565,2.2493
1082,8480,0.848,0.1303,0.0566,2.2492
1083,8490,0.849,0.1302,0.0564,2.2553
1084,8500,0.85,0.1303,0.0564,2.2555
1085,8510,0.851,0.1303,0.0564,2.2576
1086,8520,0.852,0.1303,0.0565,2.2571
1087,8530,0.853,0.1303,0.0565,2.2583
1088,8540,0.854,0.1303,0.0564,2.2607
1089,8550,0.855,0.1302,0.0564,2.2616
1090,8560,0.856,0.1305,0.0567,2.2544
1091,8570,0.857,0.1304,0.0566,2.2576
1092,8580,0.858,0.1304,0.0567,2.2571
1093,8590,0.859,0.1303,0.0562,2.2711
1094,8600,0.86,0.1303,0.0564,2.2691
1095,8610,0.861,0.1303,0.0566,2.2649
1096,8620,0.862,0.1302,0.0563,2.2724
1097,8630,0.863,0.1304,0.0565,2.2676
1098,8640,0.864,0.1303,0.0564,2.2735
1099,8650,0.865,0.1304,0.0567,2.2678
1100,8660,0.866,0.1303,0.0563,2.2759
1101,8670,0.867,0.1303,0.0563,2.276
1102,8680,0.868,0.1303,0.0565,2.2746
1103,8690,0.869,0.1305,0.0567,2.2699
1104,8700,0.87,0.1304,0.0567,2.2737
1105,8710,0.871,0.1303,0.0565,2.2795
1106,8720,0.872,0.1303,0.0565,2.2801
1107,8730,0.873,0.1303,0.0564,2.2842
1108,8740,0.874,0.1304,0.0567,2.277
1109,8750,0.875,0.1304,0.0564,2.284
1110,8760,0.876,0.1304,0.0565,2.2841
1111,8770,0.877,0.1303,0.0566,2.2808
1112,8780,0.878,0.1303,0.0564,2.2862
1113,8790,0.879,0.1304,0.0565,2.2876
1114,8800,0.88,0.1303,0.0563,2.2927
1115,8810,0.881,0.1303,0.0563,2.2937
1116,8820,0.882,0.1303,0.0565,2.2918
1117,8830,0.883,0.1305,0.0565,2.291
1118,8840,0.884,0.1304,0.0565,2.2911
1119,8850,0.885,0.1304,0.0565,2.2903
1120,8860,0.886,0.1304,0.0564,2.2965
1121,8870,0.887,0.1303,0.0565,2.2942
1122,8880,0.888,0.1304,0.0566,2.2937
1123,8890,0.889,0.1304,0.0564,2.2983
1124,8900,0.89,0.1303,0.0565,2.2979
1125,8910,0.891,0.1304,0.0563,2.3021
1126,8920,0.892,0.1303,0.0564,2.3028
1127,8930,0.893,0.1303,0.0565,2.302
1128,8940,0.894,0.1303,0.0563,2.3068
1129,8950,0.895,0.1303,0.0565,2.3019
1130,8960,0.896,0.1303,0.0565,2.304
1131,8970,0.897,0.1303,0.0563,2.3078
1132,8980,0.898,0.1303,0.0565,2.3074
1133,8990,0.899,0.1304,0.0566,2.3042
1134,9000,0.9,0.1304,0.0565,2.3059
1135,9010,0.901,0.1304,0.0564,2.3109
1136,9020,0.902,0.1303,0.0565,2.3114
1137,9030,0.903,0.1303,0.0565,2.312
1138,9040,0.904,0.1303,0.0565,2.3106
1139,9050,0.905,0.1304,0.0564,2.3148
1140,9060,0.906,0.1303,0.0564,2.3161
1141,9070,0.907,0.1303,0.0564,2.3158
1142,9080,0.908,0.1303,0.0566,2.3124
1143,9090,0.909,0.1303,0.0565,2.3132
1144,9100,0.91,0.1304,0.0565,2.3154
1145,9110,0.911,0.1304,0.0567,2.3131
1146,9120,0.912,0.1303,0.0564,2.3181
1147,9130,0.913,0.1303,0.0564,2.3203
1148,9140,0.914,0.1306,0.0569,2.3107
1149,9150,0.915,0.1304,0.0567,2.3157
1150,9160,0.916,0.1303,0.0563,2.3253
1151,9170,0.917,0.1304,0.0567,2.3191
1152,9180,0.918,0.1303,0.0564,2.3278
1153,9190,0.919,0.1303,0.0564,2.3276
1154,9200,0.92,0.1303,0.0566,2.3239
1155,9210,0.921,0.1303,0.0565,2.3277
1156,9220,0.922,0.1305,0.0567,2.3229
1157,9230,0.923,0.1304,0.0566,2.3253
1158,9240,0.924,0.1302,0.0563,2.3331
1159,9250,0.925,0.1303,0.0564,2.3304
1160,9260,0.926,0.1304,0.0567,2.3252
1161,9270,0.927,0.1303,0.0566,2.3312
1162,9280,0.928,0.1304,0.0569,2.3248
1163,9290,0.929,0.1304,0.0565,2.3345
1164,9300,0.93,0.1304,0.0566,2.3313
