Index,PctInt*100,Lumens,x,y
382,1480,1.4515,0.6887,0.3111
383,1490,1.4565,0.6888,0.3111
384,1500,1.4665,0.6887,0.3112
385,1510,1.4765,0.6885,0.3114
386,1520,1.4864,0.6888,0.311
387,1530,1.5007,0.6882,0.3112
388,1540,1.5099,0.6888,0.3111
389,1550,1.5175,0.6885,0.3111
390,1560,1.527,0.6888,0.3109
391,1570,1.5343,0.6889,0.3109
392,1580,1.5431,0.6889,0.3109
393,1590,1.5511,0.6887,0.3111
394,1600,1.5594,0.6883,0.311
395,1610,1.5671,0.689,0.3108
396,1620,1.576,0.689,0.3108
397,1630,1.5862,0.6889,0.311
398,1640,1.5928,0.6887,0.3111
399,1650,1.6023,0.689,0.3108
400,1660,1.6099,0.6889,0.311
401,1670,1.621,0.6889,0.3109
402,1680,1.6286,0.689,0.3108
403,1690,1.6383,0.6889,0.3108
404,1700,1.6483,0.6893,0.3106
405,1710,1.6553,0.689,0.3108
406,1720,1.663,0.6888,0.311
407,1730,1.6651,0.689,0.3108
408,1740,1.679,0.6892,0.3107
409,1750,1.6896,0.6891,0.3108
410,1760,1.6978,0.689,0.3108
411,1770,1.7073,0.6894,0.3105
412,1780,1.7155,0.689,0.3109
413,1790,1.7278,0.6891,0.3107
414,1800,1.7349,0.689,0.3108
415,1810,1.7452,0.6888,0.311
416,1820,1.7521,0.6891,0.3107
417,1830,1.7591,0.6891,0.3108
418,1840,1.7664,0.6892,0.3107
419,1850,1.776,0.6892,0.3106
420,1860,1.7847,0.6891,0.3107
421,1870,1.7959,0.6892,0.3107
422,1880,1.8058,0.6888,0.3108
423,1890,1.815,0.6892,0.3105
424,1900,1.8241,0.6892,0.3106
425,1910,1.8281,0.6892,0.3106
426,1920,1.8372,0.6891,0.3107
427,1930,1.8469,0.6892,0.3107
428,1940,1.8565,0.6892,0.3106
429,1950,1.8647,0.6889,0.3108
430,1960,1.8729,0.6892,0.3104
431,1970,1.882,0.6892,0.3107
432,1980,1.8896,0.6892,0.3107
433,1990,1.899,0.6891,0.3105
434,2000,1.9079,0.6893,0.3106
435,2010,1.9185,0.6891,0.3108
436,2020,1.9273,0.6893,0.3105
437,2030,1.9303,0.6893,0.3105
438,2040,1.9412,0.6892,0.3106
439,2050,1.9528,0.6895,0.3103
440,2060,1.9627,0.6893,0.3106
441,2070,1.9717,0.6894,0.3105
442,2080,1.9799,0.6893,0.3105
443,2090,1.9895,0.6894,0.3105
444,2100,1.9991,0.6892,0.3106
445,2110,2.0068,0.6892,0.3107
446,2120,2.0175,0.6892,0.3107
447,2130,2.0279,0.6892,0.3106
448,2140,2.0389,0.6892,0.3104
449,2150,2.0462,0.6893,0.3107
450,2160,2.0555,0.6894,0.3104
451,2170,2.0638,0.6895,0.3103
452,2180,2.0741,0.6891,0.3107
453,2190,2.0821,0.6893,0.3105
454,2200,2.0962,0.6894,0.3105
455,2210,2.1049,0.6894,0.3104
456,2220,2.1142,0.6893,0.3106
457,2230,2.1239,0.6892,0.3104
458,2240,2.133,0.6894,0.3105
459,2250,2.1433,0.6892,0.3106
460,2260,2.1522,0.6892,0.3107
461,2270,2.1617,0.6894,0.3104
462,2280,2.1706,0.6895,0.3103
463,2290,2.1798,0.6892,0.3104
464,2300,2.1872,0.6894,0.3102
465,2310,2.1973,0.6891,0.3107
466,2320,2.2082,0.6892,0.3104
467,2330,2.216,0.6894,0.3104
468,2340,2.2254,0.6894,0.3104
469,2350,2.2362,0.6894,0.3104
470,2360,2.2452,0.6892,0.3106
471,2370,2.2544,0.6895,0.3103
472,2380,2.2629,0.6893,0.3106
473,2390,2.2721,0.6893,0.3105
474,2400,2.2819,0.6894,0.3104
475,2410,2.2914,0.6893,0.3106
476,2420,2.3018,0.6896,0.3103
477,2430,2.3095,0.6896,0.3103
478,2440,2.3183,0.6895,0.3103
479,2450,2.3315,0.6895,0.3104
480,2460,2.3392,0.6898,0.31
481,2470,2.3472,0.6896,0.3102
482,2480,2.3557,0.6896,0.3102
483,2490,2.363,0.6895,0.3101
484,2500,2.3717,0.6895,0.3104
485,2510,2.3795,0.6895,0.3103
486,2520,2.3879,0.6895,0.3103
487,2530,2.3967,0.6896,0.3103
488,2540,2.406,0.6893,0.3105
489,2550,2.413,0.6892,0.3106
490,2560,2.4219,0.6895,0.3103
491,2570,2.4308,0.6897,0.3102
492,2580,2.4385,0.6896,0.3102
493,2590,2.4476,0.6896,0.3102
494,2600,2.4566,0.6897,0.3101
495,2610,2.4624,0.6895,0.3104
496,2620,2.4717,0.6898,0.3101
497,2630,2.4807,0.6895,0.3103
498,2640,2.4896,0.6896,0.3102
499,2650,2.4963,0.6895,0.3104
500,2660,2.5048,0.6897,0.3101
501,2670,2.5121,0.6896,0.3102
502,2680,2.521,0.6896,0.3102
503,2690,2.5305,0.6898,0.31
504,2700,2.5374,0.6896,0.3102
505,2710,2.5467,0.6898,0.31
506,2720,2.5545,0.6896,0.3102
507,2730,2.5659,0.6899,0.31
508,2740,2.5726,0.6899,0.31
509,2750,2.5818,0.6899,0.31
510,2760,2.5913,0.6893,0.3101
511,2770,2.5982,0.6899,0.31
512,2780,2.608,0.69,0.3098
513,2790,2.6151,0.6897,0.31
514,2800,2.6223,0.69,0.3099
515,2810,2.6306,0.6899,0.3099
516,2820,2.6388,0.6901,0.3098
517,2830,2.647,0.69,0.3099
518,2840,2.6541,0.69,0.31
519,2850,2.6645,0.6898,0.31
520,2860,2.6712,0.69,0.3098
521,2870,2.68,0.69,0.3099
522,2880,2.6889,0.6899,0.3099
523,2890,2.6957,0.69,0.3099
524,2900,2.7036,0.6899,0.3099
525,2910,2.7111,0.6899,0.3098
526,2920,2.7202,0.69,0.3098
